TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionAmount,TransactionType,TransactionLocation,DeviceType,Terrorism,UserTenure,IsFraud
10091,4032,39,1,2,1,0,1,42220.02,17591.27,4780.7,447.19,2,6,0,1,85,1
13675,2077,30,0,2,0,0,2,32373.13,18053.08,1062.46,171.57,0,1,0,0,105,0
2990,3103,-1,1,2,1,1,1,86905.02,54016.82,4443.32,153.92,1,6,1,1,60,0
17659,3340,50,1,2,1,0,2,32395.12,17333.548,8794.84,24.58,2,2,1,0,31,0
13706,4733,32,0,0,1,3,0,52193.22,25497.5,143.68,462.07,2,6,0,0,52,0
16237,4004,31,1,2,1,1,2,118837.87,35552.568,23077.77,123.112,2,0,1,1,62,0
14546,571,-1,1,2,0,2,1,51320.98,40724.78,772.4,80.68,2,0,0,1,82,1
645,325,40,0,0,2,1,0,39179.64,12699.31,3364.66,252.71,1,2,0,0,3,0
13745,971,33,2,1,0,2,3,51135.94,15529.82,3757.4,11.4,2,1,0,1,70,1
11749,1063,-1,1,0,2,1,2,48759.1,29060.22,3146.24,164.81,0,2,0,0,102,1
9587,240,39,0,0,1,1,4,54599.06,26196.53,4225.8,154.24,1,4,0,0,74,0
264,4093,43,0,0,2,2,2,73901.26,28700.46,1290.56,333.57,0,4,0,1,53,1
11739,1170,47,1,2,1,0,1,51260.83,28496.27,8320.22,30.2,1,0,1,0,60,0
15036,1644,29,0,0,1,2,4,49762.02,37667.464,3553.52,1165.336,0,1,1,0,93,1
16217,338,35,0,0,0,1,1,32824.89,21309.032,3256.96,53.788,0,3,0,0,27,0
6788,2877,37,1,1,1,1,1,65568.76,25700.25,4307.0,670.68,1,5,0,1,105,0
17875,3733,34,1,2,0,0,0,38368.6,24905.928,668.56,11.78,1,4,1,0,112,0
15741,2689,42,1,2,1,1,2,43053.67,30311.864,7533.36,44.704,1,7,0,0,81,0
7833,58,39,1,0,0,0,4,35589.67,14940.17,4753.04,36.47,1,0,0,0,83,0
13217,3685,45,0,0,3,1,3,31952.25,17705.47,4010.02,414.91,1,1,1,0,68,0
10131,1558,-1,1,1,2,0,3,36369.45,20907.71,172.72,72.33,2,3,0,1,38,0
3864,3508,36,0,0,1,1,4,44667.54,30480.65,947.82,12.76,1,5,0,0,4,0
10435,4581,-1,0,3,1,0,4,106297.51,76656.84,15632.1,122.58,1,0,0,0,118,0
10592,711,45,0,2,3,0,2,39799.38,30335.84,3783.42,199.41,2,1,0,1,71,0
6274,2616,23,0,1,1,1,0,156761.27,76167.95,15860.74,243.65,2,1,0,1,21,1
17090,3143,20,1,0,1,0,0,56404.98,35136.44,12543.4,224.292,1,1,0,1,105,0
18114,632,25,0,0,1,0,3,82434.02,36319.56,1046.13,597.968,1,5,0,1,8,0
3711,3935,33,1,2,3,3,4,87777.44,36935.15,161.2,305.42,3,6,0,0,2,1
8438,44,39,0,0,0,1,4,78490.39,27629.49,5430.94,22.97,1,3,0,0,113,0
9786,164,19,0,2,0,1,0,79946.16,34063.17,12612.48,185.33,1,2,0,1,54,1
14046,4668,18,0,2,1,1,4,73230.56,33618.67,3248.48,103.92,3,7,0,0,106,1
1529,63,47,0,1,1,1,2,69970.94,54683.15,3138.9,136.57,1,4,0,1,106,0
16604,1044,41,2,2,0,0,0,64979.65,51041.124,241.95,170.964,2,3,1,1,61,0
923,213,-1,1,1,0,0,3,32747.99,19518.1,3073.08,33.53,1,3,1,1,96,0
16136,3341,28,2,3,0,0,1,35032.3,27575.496,492.88,585.412,3,1,0,0,95,1
7329,3134,32,1,2,1,1,1,67649.25,31554.33,36.14,492.48,1,1,1,0,108,1
4364,3207,42,1,2,0,1,1,56576.53,22365.56,723.08,699.16,3,4,0,0,106,1
669,2647,35,1,0,0,1,1,49822.23,25539.59,16587.1,96.56,3,2,0,0,108,1
3604,1218,45,1,2,2,1,1,73404.38,49410.72,3974.8,7.63,1,5,0,1,23,0
5108,2020,41,0,2,0,1,3,83177.87,27412.41,7125.74,44.12,2,6,2,0,76,1
10102,495,29,1,2,3,3,1,53320.51,18175.18,4760.9,269.67,1,5,1,0,117,0
15468,1300,51,1,2,1,1,3,50685.5,27723.092,3097.19,32.068,1,4,0,1,33,0
8766,4149,21,1,2,0,1,1,33520.31,26660.38,2470.62,161.26,1,7,1,0,16,1
5248,2657,33,1,0,2,1,1,85571.39,44910.38,873.5,41.16,3,0,0,0,60,1
7183,2022,44,2,0,3,1,2,72248.3,57694.26,4389.36,42.74,0,7,0,0,48,1
12150,429,30,1,2,1,1,1,64039.53,33108.13,10325.66,260.02,1,5,1,0,43,0
17313,3210,42,0,2,1,1,1,47217.99,35376.584,1841.58,1116.2,2,1,1,1,70,1
14218,116,56,0,2,1,1,2,126290.83,86402.63,3133.14,417.44,3,5,1,1,14,0
13835,2463,33,1,2,0,1,4,32424.87,11412.44,6653.14,33.03,3,0,0,1,64,1
10888,2982,27,1,0,0,1,2,41918.64,20978.49,3728.0,407.61,3,2,1,1,37,1
2591,3872,40,1,2,1,2,2,136221.51,78798.54,11915.68,255.98,1,5,1,0,116,0
5906,3813,33,1,3,2,0,0,107817.18,51126.82,2680.1,293.06,1,6,0,1,24,0
9973,3577,23,0,2,1,1,0,57692.45,23578.73,2301.16,312.6,0,5,1,0,113,0
6509,3775,57,0,3,2,1,0,76437.42,50238.42,11006.1,141.93,1,7,0,0,94,0
11205,3177,44,1,0,2,0,2,64452.42,51557.77,8385.9,612.2,3,7,0,1,85,1
7133,2431,44,0,3,0,1,0,71354.33,38010.74,1187.42,159.29,0,0,0,0,8,0
2307,2675,26,1,2,1,1,2,91016.2,63999.49,9775.52,148.45,2,2,0,1,46,0
8804,2454,43,0,2,0,2,3,37524.19,15568.51,2913.1,147.08,3,5,1,0,11,0
3690,1166,44,1,1,1,1,1,53883.98,24801.12,5078.86,77.47,2,7,2,0,39,1
687,3688,43,1,2,0,0,4,34380.9,27187.71,1944.38,157.6,1,5,0,0,112,0
14203,4783,25,1,2,0,0,2,129077.86,42171.73,17366.84,153.83,1,6,1,0,20,0
15263,2812,50,1,0,1,3,1,67972.16,31810.628,10510.26,62.588,1,6,0,0,71,1
612,3249,-1,1,2,2,0,4,45829.93,26261.99,7035.8,86.2,1,4,0,0,84,0
7167,3577,23,0,2,1,1,0,57692.45,23578.73,2301.16,308.6,0,6,2,0,113,0
16231,264,30,0,2,1,0,0,60886.95,23256.64,2076.59,340.292,1,6,1,0,17,0
3200,1417,31,0,0,1,1,0,65608.99,42439.43,2642.48,104.27,1,6,0,0,92,0
10459,3555,43,1,0,1,1,1,129529.9,44838.67,24078.78,336.69,2,4,1,0,14,0
11168,1233,31,0,1,0,0,4,32382.22,18772.22,3149.5,87.49,3,5,0,0,86,0
6629,3916,31,0,0,0,0,4,40520.11,16975.1,4229.36,1069.42,1,1,0,0,80,0
4135,940,45,0,2,1,3,2,36811.07,29276.21,3386.0,169.42,1,5,0,0,46,0
1898,1591,20,0,0,0,1,2,87693.96,53955.71,3065.42,72.03,2,5,0,0,41,0
13937,1593,23,1,0,0,1,0,39367.57,20187.36,2211.46,78.86,1,6,0,0,51,0
282,1175,43,0,2,2,0,2,37663.72,19438.49,4584.72,41.84,3,3,0,0,38,1
258,2445,36,0,0,0,0,2,62446.05,45993.76,3905.82,70.74,2,0,0,0,89,0
11116,1912,42,1,1,1,1,1,55070.51,43004.72,1061.46,302.66,1,1,1,0,86,0
17786,1445,31,1,0,2,1,1,42482.93,27013.344,4043.14,889.496,2,4,0,1,26,0
4943,1620,40,1,2,1,1,2,25500.39,17203.63,1728.34,498.33,2,0,0,1,81,0
2822,3057,48,0,0,1,1,3,141605.5,61432.4,11597.36,2081.66,1,1,1,1,63,1
14721,2236,40,1,0,1,0,2,63608.4,47262.94,11356.91,269.524,1,4,1,0,94,0
11531,2530,-1,0,0,2,0,1,77463.23,32852.87,7232.48,205.95,2,3,2,1,103,1
3525,169,30,0,2,0,1,2,77621.25,39681.17,8907.5,958.83,1,7,1,1,82,0
12755,4248,38,1,1,2,1,1,81964.97,46629.7,1931.34,379.33,1,1,0,0,75,0
6971,313,31,1,2,0,1,2,48093.7,33750.45,6402.22,66.97,1,6,0,1,75,1
14889,3593,39,0,0,1,1,3,57077.77,31286.908,1195.71,46.648,0,7,0,0,27,0
13521,4494,32,0,0,3,0,3,49481.39,31871.33,1303.1,102.16,3,7,0,0,83,1
5223,3376,32,0,2,0,0,0,30752.3,12445.11,3523.38,51.4,0,3,0,1,105,0
2285,2796,33,0,0,1,1,4,39471.66,17515.88,155.66,116.25,1,4,1,0,56,0
6063,3761,38,1,0,1,1,4,77265.35,55686.4,7632.4,223.58,3,1,1,0,3,1
8078,4432,37,0,2,1,0,4,109214.93,42933.77,3585.3,56.38,1,5,0,0,47,0
4654,748,50,0,2,3,1,1,58404.64,40164.43,3779.56,53.24,1,6,0,1,41,1
5000,338,35,0,0,0,1,1,32824.89,21394.61,3322.1,53.69,1,6,0,0,27,0
6710,1201,31,0,0,3,1,0,54457.33,40710.53,3485.04,169.79,3,4,0,0,61,1
17695,2931,50,0,3,0,0,4,56018.19,17430.568,5365.67,1495.948,1,1,1,0,54,1
8676,4556,18,2,0,0,1,0,65880.62,23675.51,4564.64,71.78,0,2,0,1,57,1
10403,4590,-1,0,2,3,0,2,70635.71,46750.39,14049.44,897.85,1,0,0,0,110,1
5416,841,35,0,2,1,1,2,29247.81,11926.13,1499.26,7.35,1,2,0,0,92,0
475,426,50,0,2,2,1,2,43771.2,16770.27,6935.5,285.91,2,5,1,1,64,0
2555,517,27,0,2,1,1,1,84965.02,35832.8,5969.08,299.59,1,7,0,1,19,0
8087,2088,47,0,0,1,1,3,14066.67,10779.09,858.06,21.76,1,4,0,0,103,0
7,3510,31,1,1,2,1,1,47035.59,37460.86,5520.58,196.41,2,2,0,0,45,0
11849,2663,-1,2,2,1,1,2,43325.71,33568.24,607.88,211.58,3,3,2,0,95,1
6411,4210,25,1,1,2,1,2,109384.28,48033.15,12385.94,332.55,3,5,0,0,75,1
2551,1865,-1,0,2,1,0,3,92661.58,52554.6,17996.2,1194.86,3,5,1,0,41,0
13066,2110,28,1,2,0,0,3,124708.41,61121.3,3915.54,69.62,2,2,0,1,48,0
12594,836,26,0,2,0,1,1,84635.23,45618.92,5961.96,13.91,1,4,0,0,60,0
6852,571,35,1,2,0,2,1,51320.98,40724.78,772.4,4.15,3,2,0,1,82,1
5546,2223,34,1,2,1,1,2,78448.88,43414.19,879.1,288.73,3,4,0,1,39,1
13489,2935,54,0,1,3,0,4,46730.01,17524.03,3686.48,70.15,0,5,1,0,9,0
2426,3957,43,1,2,0,0,1,74089.4,41383.79,4415.6,45.22,2,4,1,0,97,0
6744,4189,42,1,1,1,1,0,158348.19,54305.61,625.22,489.4,1,2,0,0,63,0
10006,1433,-1,0,0,1,0,1,56919.52,22753.15,15982.94,207.57,2,7,1,0,88,0
16511,4527,27,2,2,2,0,2,62102.95,46538.128,5292.9,12.312,1,0,0,0,26,0
15014,3625,32,1,0,1,0,1,65913.46,52519.188,6488.53,200.924,1,4,0,0,2,0
4869,1497,34,2,2,1,1,1,49609.0,37663.11,3142.0,109.27,3,1,0,0,75,1
2274,3513,35,0,2,2,0,1,75825.62,54401.32,5023.62,22.11,1,5,0,0,10,0
9203,4041,32,0,2,1,0,0,26292.53,7928.76,735.72,421.24,0,7,2,0,91,1
1577,4894,22,1,0,3,1,3,118098.24,87552.26,5051.4,28.83,1,2,0,0,66,1
7264,1044,41,1,2,0,0,0,64979.65,51246.11,246.78,274.33,2,5,0,1,61,0
9259,3881,51,0,2,1,0,2,135118.88,58342.56,12698.66,415.91,0,5,0,0,52,0
10183,462,33,0,0,0,0,4,127411.49,76032.15,11904.0,182.16,0,4,0,0,35,1
3970,669,-1,0,3,0,0,3,99233.15,73645.01,6095.12,168.3,1,0,0,0,9,0
13565,3376,32,0,2,0,0,0,30752.3,12445.11,3523.38,36.56,1,5,1,1,105,0
5879,924,-1,0,2,0,1,3,49916.0,28888.03,7182.82,67.17,1,7,0,1,10,0
16826,4698,43,1,2,1,2,4,41405.49,28024.052,2331.49,78.308,1,0,0,0,89,1
12734,3835,24,1,0,0,1,4,68723.29,43705.44,3426.22,180.77,1,0,0,0,96,0
17700,1867,19,1,2,2,1,3,54426.08,30685.116,1708.65,821.064,1,5,1,0,7,0
7193,3674,28,0,2,0,1,3,72309.37,47495.9,937.34,264.35,3,5,1,0,84,0
3867,2848,61,1,2,0,1,1,91922.39,31664.66,1562.24,471.36,1,2,1,1,100,0
17775,1305,42,0,2,0,1,0,35274.15,27883.448,1396.33,1376.508,1,1,0,0,16,0
6823,4646,18,1,0,0,1,2,89541.49,49761.3,7070.14,40.95,2,6,0,0,5,0
11240,1591,20,0,0,0,1,2,87693.96,53955.71,3065.42,98.44,1,3,0,0,41,0
7548,343,26,0,3,1,0,3,62001.01,33040.56,38.04,194.1,1,1,2,0,106,0
781,2766,50,0,0,1,1,3,38187.31,24248.94,6077.28,179.46,1,7,0,1,74,0
14939,1428,36,1,0,1,1,0,59211.32,34115.172,347.74,118.772,1,7,1,0,49,0
10867,1016,44,0,0,1,1,2,42899.82,27818.76,475.5,44.3,1,3,1,0,27,1
1749,1929,36,0,3,0,1,0,92295.42,36418.0,1257.32,413.8,1,2,0,1,102,0
17008,4835,18,1,2,1,1,3,122533.56,47113.368,11158.42,228.504,1,2,1,1,78,0
14548,2179,41,0,3,0,1,4,107908.66,85578.77,21900.72,258.47,3,1,0,0,7,1
10983,2110,28,1,2,0,0,3,124708.41,61121.3,3915.54,92.02,1,6,0,1,48,0
6519,2793,48,0,2,2,1,3,42316.6,29135.11,3027.38,437.98,1,5,0,1,87,0
5774,1208,-1,1,0,1,1,3,36085.47,17142.22,3082.76,205.54,0,1,0,0,34,0
14549,4418,-1,0,2,1,0,1,37967.02,16299.74,1272.76,121.72,1,3,0,1,65,0
13171,903,38,0,1,1,0,4,36257.29,21583.89,5854.04,367.0,1,1,1,0,70,0
14189,2393,33,2,0,3,1,3,125722.27,42837.17,11265.04,436.52,3,0,0,0,107,1
9283,2797,18,1,2,1,0,1,117489.3,93221.07,12742.36,253.0,1,7,2,1,82,0
14718,2605,27,1,3,3,0,2,74137.36,54008.26,10020.61,149.404,1,1,1,0,46,0
9369,2603,39,0,0,0,0,1,137089.92,62067.51,18537.14,72.01,0,2,0,0,55,0
17531,3733,34,1,2,0,0,0,38368.6,24905.928,668.56,13.576,1,7,1,0,112,0
2324,1889,43,1,0,0,0,2,39563.77,19264.85,6387.02,56.93,1,4,0,0,115,0
14726,1667,49,0,2,0,1,1,97174.18,72118.688,1492.04,51.756,1,6,0,0,12,0
10271,2130,43,0,2,0,0,3,74224.29,33252.35,8996.32,279.15,1,7,0,0,18,0
5055,3006,29,1,1,2,2,3,68029.68,34307.51,3649.24,2116.69,1,4,2,0,66,0
10800,3534,18,0,2,1,2,1,142958.9,67151.56,27348.84,90.13,2,0,2,1,119,0
17396,4079,53,0,2,1,0,1,62803.12,38158.792,4173.27,75.868,1,5,1,0,75,0
10482,2611,45,1,0,1,2,0,66419.1,33873.88,3742.74,11.74,1,3,0,0,86,1
1727,3071,37,1,0,1,1,1,83320.33,38052.76,9031.32,23.02,3,4,0,0,102,1
610,619,21,1,2,0,3,3,94216.58,43887.51,10728.12,213.85,0,0,0,0,37,1
4666,3145,24,1,3,0,1,3,62838.19,44930.03,4661.94,262.12,1,5,1,0,59,0
14267,4116,24,1,3,1,1,3,65290.94,39073.27,6340.48,160.33,2,7,0,1,47,0
5413,2824,-1,0,0,1,0,1,31839.79,11274.45,1322.02,69.28,3,1,0,0,48,1
8103,4470,27,1,2,1,0,2,45421.94,29543.84,11819.88,287.41,2,5,0,0,50,0
8174,3623,39,1,0,2,3,2,99278.39,56081.0,8557.3,57.49,1,6,0,0,118,1
8535,1002,31,1,3,1,0,3,80365.59,61005.94,31178.68,380.89,3,3,2,1,93,1
17268,4752,40,1,2,0,1,1,89332.5,27443.336,1331.12,15.868,1,7,0,0,24,0
11349,1500,31,1,1,2,1,4,136528.79,58401.48,19790.54,104.66,1,2,0,0,100,0
3750,2272,47,1,2,1,0,4,100943.48,61089.92,7186.08,549.25,1,1,1,0,34,1
12924,4644,-1,1,0,1,1,3,94962.8,50626.84,16105.5,95.45,2,3,1,0,78,0
12722,2375,38,1,2,3,1,4,42407.18,22269.36,6452.2,425.66,1,7,0,0,3,0
17844,1505,18,1,2,0,0,2,53051.95,31894.72,8898.61,56.384,1,7,2,1,28,0
11407,563,-1,1,0,0,0,0,79753.44,59426.85,5982.64,62.72,1,6,0,1,80,0
97,4202,40,0,0,0,0,3,45755.8,19945.79,1745.22,514.53,2,7,0,1,23,0
6985,3767,21,1,2,3,2,0,77885.72,54289.48,6264.2,180.39,1,6,0,0,40,1
3137,488,21,0,1,1,0,4,65758.8,30900.87,574.96,374.14,2,2,2,0,78,0
13368,3682,21,0,2,0,1,0,83846.36,58428.98,13208.52,17.92,1,4,0,1,53,0
15471,2592,24,0,2,2,1,0,98805.67,32409.232,20890.81,531.892,2,3,0,0,66,0
14357,3389,37,1,0,0,1,3,86010.1,60857.02,14622.66,86.87,1,6,1,0,20,0
1537,629,-1,0,2,0,1,3,36023.48,14880.47,13153.88,121.37,3,3,1,0,76,1
11780,3135,49,1,3,1,0,0,67178.78,21197.67,6386.24,285.47,2,5,0,1,56,0
16110,1628,29,0,0,2,0,2,73219.26,55067.584,10366.0,356.56,1,4,0,0,89,1
15177,2702,39,0,0,0,0,2,35203.77,25372.832,1447.14,10.864,0,6,1,0,45,0
3648,1197,32,0,2,1,1,1,69663.53,28725.88,13525.48,787.31,1,4,1,0,10,0
10849,2408,45,0,2,1,1,1,74346.92,32195.02,5051.72,14.2,1,7,1,1,12,1
16137,1286,43,0,2,0,1,1,94812.8,58370.2,4506.8,18.08,1,7,0,1,66,1
1517,204,49,0,3,0,0,2,77819.83,37484.44,13122.0,21.65,1,1,0,0,63,0
13253,131,55,0,3,1,0,1,39426.32,29236.33,2212.32,93.23,1,1,1,0,40,1
1633,3300,34,0,2,0,1,0,54525.87,37386.49,5149.82,779.09,1,2,1,0,3,1
4624,4877,38,1,2,2,0,0,55394.71,33527.9,1480.06,16.98,1,2,0,0,17,1
12464,4862,40,1,1,2,1,4,38134.48,14514.42,2761.94,452.31,2,0,1,1,5,0
11861,1843,31,0,2,0,1,3,43122.82,29644.0,797.6,77.19,2,1,0,1,11,0
6566,623,36,0,2,2,0,4,69521.23,52876.2,5255.08,208.7,1,7,0,0,97,0
18052,4653,48,1,0,1,1,4,30746.35,23219.348,1895.85,390.932,1,6,0,0,7,0
2090,4227,-1,1,3,0,0,2,104694.74,59058.77,7347.2,689.85,1,0,1,0,91,0
7097,1149,49,1,2,1,1,0,73769.58,25919.51,11763.18,55.72,1,4,1,0,110,0
6171,53,27,0,2,0,1,4,29308.62,9910.97,2932.96,233.93,2,3,1,1,25,0
7521,4345,42,1,2,1,1,3,135697.62,41819.36,24703.68,104.88,3,4,0,1,38,1
572,4527,27,1,2,2,0,2,62102.95,46725.03,5398.76,10.39,1,0,2,0,26,0
15932,3431,29,1,0,0,1,2,51339.89,26390.764,16263.51,121.104,0,0,0,1,39,0
9879,3403,41,0,2,0,0,0,37026.32,17138.07,1960.08,429.36,3,4,0,0,7,1
17076,1946,25,0,2,0,0,4,45304.24,15468.048,2999.27,127.884,2,1,0,0,112,0
17456,4955,31,1,2,0,1,3,146593.14,62154.044,868.0,42.856,1,5,0,0,25,0
3062,2947,39,1,0,3,1,1,116695.19,76647.31,10010.26,138.78,1,1,0,0,47,0
597,3782,48,0,0,0,1,3,39123.2,16347.6,168.76,258.31,2,7,0,0,23,0
14662,1593,23,1,0,0,1,0,39367.57,20106.612,2168.09,50.476,3,6,1,0,51,1
15352,3855,37,0,1,2,1,3,52705.01,24765.532,4693.59,193.192,1,7,1,1,83,0
6633,517,27,0,2,1,1,1,84965.02,35832.8,5969.08,237.22,1,3,1,1,19,0
9086,1736,22,1,2,0,1,3,43736.01,32835.02,284.6,11.42,1,5,2,0,26,0
7875,3404,53,1,0,1,0,3,140850.66,52514.86,24185.78,31.41,1,7,0,1,79,0
12916,3283,26,1,2,1,0,3,107171.06,84044.1,15823.72,1084.75,1,5,1,1,87,0
7345,4706,34,0,2,1,1,2,130402.85,66360.39,7913.18,211.86,1,6,1,0,81,0
6304,2941,38,0,3,1,1,2,86135.7,58642.77,9361.06,224.92,2,7,0,0,49,0
8616,3750,32,0,2,1,0,2,71571.42,50703.08,6762.28,161.59,1,5,0,0,53,0
17796,3216,35,0,3,2,0,3,131696.07,78436.572,983.82,190.58,1,6,0,1,89,0
16561,3565,37,2,0,0,0,3,79230.33,28713.664,3349.17,100.9,1,7,2,1,108,0
12671,3953,41,1,1,1,0,4,52809.53,36957.52,4310.2,833.75,1,0,1,0,51,1
13140,4359,42,0,0,0,1,3,90146.27,64201.96,29102.56,105.97,0,7,1,0,37,0
5976,2290,42,1,1,0,1,2,37704.2,13111.78,3954.32,20921.29,0,4,0,0,74,1
8562,2098,27,1,0,0,1,4,60676.0,32788.77,5065.68,359.91,2,6,0,0,107,0
1938,102,22,2,2,2,1,4,63218.15,46881.79,5678.66,215.47,1,0,0,1,44,0
10544,4912,34,0,1,1,2,1,29252.35,16495.61,2291.32,133.15,2,0,1,1,101,0
15319,1959,27,0,2,0,1,2,68744.75,43340.352,9725.14,70.64,1,2,0,1,92,0
8100,1310,29,1,2,0,1,0,67641.3,39211.64,1317.7,2276.01,1,2,0,0,84,0
1753,4915,44,1,0,1,1,1,162197.09,65998.23,31345.62,211.48,3,2,0,0,87,1
3670,1279,27,0,3,0,0,1,32455.36,15073.47,5224.34,113.41,3,7,0,0,42,1
15490,3292,51,1,1,0,0,1,30744.29,23438.5,5262.99,49.512,1,1,0,0,84,0
11844,1500,31,1,1,2,1,4,136528.79,58401.48,19790.54,134.55,1,3,0,0,100,0
13393,3174,37,1,2,0,0,3,32306.54,15118.38,5509.02,2419.62,1,5,0,0,21,0
6164,2223,34,1,2,1,1,2,78448.88,43414.19,879.1,213.33,1,0,0,1,39,0
2361,448,-1,1,0,1,1,1,158809.97,68322.28,9067.1,305.04,2,7,0,1,54,0
4260,1780,40,0,2,0,0,1,70022.35,26940.8,5325.38,179.9,1,3,1,0,83,0
5432,2841,-1,0,2,0,3,0,126253.28,64622.41,9505.48,225.71,1,0,0,0,57,0
6285,1174,36,1,0,1,2,4,130796.41,102531.54,10724.2,373.87,3,6,0,0,43,1
13183,3321,38,2,2,2,0,0,37812.05,26493.44,176.82,2788.13,1,0,0,0,7,1
16186,1369,26,1,3,1,0,3,79899.49,43959.348,2015.38,1106.036,2,3,1,1,78,1
17813,2889,31,0,0,1,1,4,27790.62,21447.892,286.15,258.5,1,1,0,1,65,0
11929,193,29,1,0,2,0,2,50724.87,21231.06,7078.18,156.37,2,4,2,0,74,0
16101,4215,42,1,1,0,1,4,79278.02,50230.412,16078.46,1803.232,0,6,1,1,30,0
16967,3113,31,0,2,0,1,2,127411.46,53997.712,7637.85,62.192,0,0,0,0,95,0
9135,678,40,0,2,1,2,3,29819.08,21699.2,2339.44,126.07,1,5,0,0,110,0
17200,4391,22,0,1,1,1,3,92046.31,73152.396,20667.18,2801.556,1,3,2,0,44,1
5591,826,20,0,2,1,1,0,115647.17,53436.6,16967.04,1616.71,2,3,0,0,24,1
1171,4934,51,1,2,1,2,3,68758.98,38520.72,2140.42,399.06,3,0,0,1,82,1
15562,4928,41,0,0,0,1,1,74666.79,36583.54,6145.97,27.512,3,2,2,1,16,1
7927,3794,18,1,2,0,2,1,62474.73,48110.34,2648.1,34.55,1,1,0,1,31,1
16445,2092,38,0,2,2,1,2,46274.34,22801.476,886.31,120.04,3,6,0,0,25,1
17739,3368,45,1,0,3,0,2,76692.62,25270.164,5398.37,55.096,2,4,0,0,58,0
9614,1739,29,1,0,1,0,1,84131.38,50687.35,3169.72,67.88,2,2,0,1,82,1
14974,1714,24,0,0,0,1,0,82525.35,55228.548,5142.25,1516.164,1,0,0,0,33,1
11333,3460,36,1,2,3,0,2,42612.16,31572.15,3325.26,129.87,1,1,0,0,71,0
15878,816,18,1,1,1,0,3,92306.98,62273.524,13822.92,29.564,3,5,1,0,13,1
14298,4141,21,2,0,0,1,4,47780.52,19593.16,9675.56,468.35,3,3,2,1,38,1
17892,70,37,0,2,1,3,3,28884.43,14552.168,2058.85,337.552,1,0,1,0,113,0
689,2306,40,1,0,1,1,1,110674.63,62545.62,11187.58,248.78,1,0,0,0,45,0
14531,3212,40,1,2,1,0,2,67937.9,53829.3,7092.96,43.49,3,4,1,0,106,1
15892,1462,50,0,3,1,1,1,55905.64,41976.4,949.12,133.812,1,0,1,0,95,0
17540,900,37,0,2,2,1,2,39584.11,11924.2,1635.43,121.648,1,3,1,1,104,0
874,4692,37,1,3,1,3,2,91903.06,41810.08,5858.82,569.23,1,4,0,1,104,0
2297,858,55,0,0,3,0,2,29235.68,18865.11,4734.7,86.73,2,6,1,0,108,0
17672,114,37,1,2,1,0,1,76410.35,56233.78,7190.14,103.396,1,0,0,1,95,0
2643,362,49,0,3,0,1,3,53296.69,37108.56,820.34,71.27,0,0,1,0,11,0
16114,46,24,0,1,1,3,1,38868.3,19279.344,7588.63,2205.64,2,7,1,0,1,1
17645,2429,18,1,2,0,2,3,78365.7,40319.664,5988.9,76.3,3,6,0,0,85,1
5347,2509,26,1,2,1,1,1,34099.73,21521.68,1477.3,158.8,2,6,2,0,77,0
17629,406,33,1,0,1,0,3,56274.66,31982.956,185.58,142.788,3,6,0,1,105,1
9032,58,39,1,0,0,0,4,35589.67,14940.17,4753.04,38.89,1,2,1,0,83,0
18221,387,31,1,1,1,0,3,97327.45,35750.652,8135.41,51.76,2,5,0,1,69,0
581,3872,40,1,2,1,2,2,136221.51,78798.54,11915.68,289.54,3,3,0,0,116,1
204,956,52,1,0,1,1,0,30404.07,21203.28,2436.34,32.7,1,2,0,0,68,0
7896,1769,43,1,2,1,1,0,98591.51,45012.58,9049.82,450.99,0,3,1,0,27,0
9833,4837,38,1,2,2,1,1,29760.43,13906.17,149.18,22.68,1,4,0,0,110,0
2014,341,38,1,2,1,0,3,31608.17,17248.64,309.34,1852.49,0,5,0,1,37,0
11445,98,53,1,1,1,0,3,77493.75,25870.71,4327.26,151.07,1,3,0,1,5,0
11663,4051,21,1,2,1,1,0,68832.99,45351.49,13699.46,491.45,2,3,0,1,86,0
905,1361,36,2,2,0,1,1,122659.71,77761.12,725.5,413.21,0,5,0,0,52,0
631,2362,22,0,3,0,1,1,57395.55,44215.28,3455.68,176.7,1,7,0,0,70,0
8461,2157,51,0,0,0,1,1,149050.5,60560.81,53090.68,234.85,2,3,0,0,52,0
16737,865,28,0,2,1,1,2,74898.28,53840.732,12979.51,102.132,3,1,1,0,19,1
1974,4415,49,1,3,1,0,0,87832.35,55818.11,17417.74,37.37,0,6,1,0,51,1
162,992,39,1,2,0,0,0,33751.73,25854.8,6500.84,187.45,2,7,1,0,103,0
4998,1215,38,0,1,0,0,0,60961.64,31412.19,10620.68,36.53,1,1,0,1,52,0
17735,4143,30,0,2,0,0,4,127088.35,52599.508,15901.04,471.58,1,7,1,0,82,0
9557,3012,44,1,0,0,0,3,54251.52,29379.07,20731.62,1263.77,0,1,1,0,50,0
10653,4567,53,0,1,0,1,3,65835.47,37229.33,9425.04,941.56,0,6,1,0,33,1
4713,3149,39,0,2,2,1,1,41726.87,17097.37,4073.16,70.68,2,1,0,1,49,0
9067,172,32,1,0,0,3,4,52446.36,31616.44,8724.22,1820.34,1,5,0,0,105,0
1431,984,18,0,0,0,2,2,42686.38,21476.27,5896.26,77.32,1,1,0,0,115,0
