TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,txn_month,txn_day,email_domain,Income_y,Expenditure_y,GiftsTransaction_y,IsFraud
10592,711,45,1,3,3,2,2,1,0,6,0,-20.917574,142.702789,0,71,2,28,2,39799.38,30335.84,3783.42,0
6274,2616,23,1,0,1,3,0,0,0,6,0,-37.0201,144.9646,0,21,9,16,2,156761.27,76167.95,15860.74,1
17090,3143,20,0,1,1,2,0,1,3,6,0,-37.0201,144.9646,0,105,5,30,5,56404.98,35136.44,12543.4,0
18114,632,25,1,1,1,2,3,1,3,3,0,-31.840233,145.612793,0,8,5,26,2,82434.02,36319.56,1046.13,0
3711,3935,33,0,3,3,1,4,0,2,7,0,-37.0201,144.9646,1,2,9,9,5,87777.44,36935.15,161.2,1
8438,44,39,1,1,0,3,4,7,3,1,0,-20.917574,142.702789,1,113,4,2,2,78490.39,27629.49,5430.94,0
9786,164,-1,1,3,0,3,0,1,3,0,0,-25.042261,117.793221,0,54,8,1,2,79946.16,34063.17,12612.48,1
14046,4668,18,1,3,1,3,4,7,2,5,0,-37.0201,144.9646,1,106,12,23,5,73230.56,33618.67,3248.48,1
1529,63,47,1,0,1,3,2,2,3,4,0,-41.640079,146.315918,0,106,11,12,0,69970.94,54683.15,3138.9,0
16604,1044,41,2,3,0,2,0,6,0,1,1,-31.840233,145.612793,0,61,11,30,2,64979.65,51041.124,241.95,0
923,213,-1,0,0,0,2,3,0,3,1,1,-30.000233,136.209152,0,96,11,3,1,32747.99,19518.1,3073.08,0
16136,3341,28,2,2,0,2,1,5,2,6,0,-20.917574,142.702789,1,95,11,26,4,35032.3,27575.496,492.88,1
7329,3134,32,0,3,1,3,1,1,3,6,1,-31.840233,145.612793,1,108,7,8,4,67649.25,31554.33,36.14,1
4364,3207,42,0,3,0,3,1,3,2,4,0,-37.0201,144.9646,1,106,6,11,0,56576.53,22365.56,723.08,1
669,2647,35,0,1,0,3,1,6,2,0,0,-31.840233,145.612793,1,108,9,14,5,49822.23,25539.59,16587.1,1
3604,1218,45,0,3,2,3,1,0,3,3,0,-25.042261,117.793221,0,23,11,5,4,73404.38,49410.72,3974.8,0
5108,2020,41,1,3,0,3,3,0,0,7,2,-31.840233,145.612793,1,76,5,31,2,83177.87,27412.41,7125.74,1
10102,495,29,0,3,3,1,1,2,3,3,1,-31.840233,145.612793,1,117,12,8,5,53320.51,18175.18,4760.9,0
15468,1300,51,0,3,1,3,3,3,3,4,0,-37.0201,144.9646,0,33,12,12,4,50685.5,27723.092,3097.19,0
8766,4149,21,0,3,0,3,1,7,3,5,1,-37.0201,144.9646,1,16,12,19,4,33520.31,26660.38,2470.62,1
5248,2657,33,0,1,2,3,1,4,2,2,0,-20.917574,142.702789,1,60,9,12,2,85571.39,44910.38,873.5,1
7183,2022,44,2,1,3,3,2,6,1,5,0,-31.840233,145.612793,1,48,9,17,2,72248.3,57694.26,4389.36,1
12150,429,30,0,3,1,3,1,6,3,3,1,-20.917574,142.702789,1,43,9,22,4,64039.53,33108.13,10325.66,0
17313,3210,42,1,3,1,3,1,4,0,6,1,-25.042261,117.793221,0,70,11,9,5,47217.99,35376.584,1841.58,1
14218,116,56,1,3,1,3,2,3,2,3,1,-30.000233,136.209152,0,14,5,23,2,126290.83,86402.63,3133.14,0
13835,2463,33,0,3,0,3,4,5,2,2,0,-20.917574,142.702789,0,64,11,5,2,32424.87,11412.44,6653.14,1
10888,2982,27,0,1,0,3,2,6,2,0,1,-37.0201,144.9646,0,37,10,25,1,41918.64,20978.49,3728.0,1
2591,3872,40,0,3,1,0,2,2,3,3,1,-37.0201,144.9646,1,116,9,28,5,136221.51,78798.54,11915.68,0
5906,3813,33,0,2,2,2,0,5,3,7,0,-31.840233,145.612793,0,24,12,29,5,107817.18,51126.82,2680.1,0
9973,3577,-1,1,3,1,3,0,0,1,3,1,-37.0201,144.9646,1,113,10,2,4,57692.45,23578.73,2301.16,0
6509,3775,57,1,2,2,3,0,4,3,5,0,-37.0201,144.9646,1,94,9,17,2,76437.42,50238.42,11006.1,0
11205,3177,44,0,1,2,2,2,1,2,5,0,-31.840233,145.612793,0,85,9,2,5,64452.42,51557.77,8385.9,1
7133,2431,44,1,2,0,3,0,2,1,2,0,-19.491411,132.550964,1,8,6,4,4,71354.33,38010.74,1187.42,0
2307,2675,26,0,3,1,3,2,6,0,0,0,-31.840233,145.612793,0,46,12,8,5,91016.2,63999.49,9775.52,0
8804,2454,43,1,3,0,0,3,2,2,3,1,-37.0201,144.9646,1,11,1,30,4,37524.19,15568.51,2913.1,0
3690,1166,44,0,0,1,3,1,4,0,5,2,-31.840233,145.612793,1,39,4,27,4,53883.98,24801.12,5078.86,1
687,3688,43,0,3,0,2,4,3,3,3,0,-37.0201,144.9646,1,112,5,10,0,34380.9,27187.71,1944.38,0
14203,4783,25,0,3,0,2,2,3,3,7,1,-31.840233,145.612793,1,20,9,26,4,129077.86,42171.73,17366.84,0
15263,2812,50,0,1,1,1,1,0,3,7,0,-25.042261,117.793221,1,71,11,21,0,67972.16,31810.628,10510.26,1
612,3249,-1,0,3,2,2,4,1,3,4,0,-20.917574,142.702789,1,84,6,7,4,45829.93,26261.99,7035.8,0
7167,3577,-1,1,3,1,3,0,1,1,7,2,-37.0201,144.9646,1,113,7,26,4,57692.45,23578.73,2301.16,0
16231,264,30,1,3,1,2,0,7,3,7,1,-31.840233,145.612793,1,17,10,5,4,60886.95,23256.64,2076.59,0
3200,1417,31,1,1,1,3,0,0,3,7,0,-37.0201,144.9646,1,92,10,6,2,65608.99,42439.43,2642.48,0
10459,3555,43,0,1,1,3,1,3,0,4,1,-37.0201,144.9646,1,14,11,9,2,129529.9,44838.67,24078.78,0
11168,1233,31,1,0,0,2,4,3,2,3,0,-37.0201,144.9646,1,86,5,23,5,32382.22,18772.22,3149.5,0
6629,3916,31,1,1,0,2,4,3,3,6,0,-37.0201,144.9646,1,80,2,28,0,40520.11,16975.1,4229.36,0
4135,940,45,1,3,1,1,2,6,3,3,0,-37.0201,144.9646,1,46,6,3,5,36811.07,29276.21,3386.0,0
1898,1591,20,1,1,0,3,2,6,0,3,0,-31.840233,145.612793,1,41,10,5,4,87693.96,53955.71,3065.42,0
13937,1593,23,0,1,0,3,0,6,3,7,0,-37.0201,144.9646,1,51,11,1,5,39367.57,20187.36,2211.46,0
282,1175,43,1,3,2,2,2,4,2,1,0,-37.0201,144.9646,1,38,7,14,4,37663.72,19438.49,4584.72,1
258,2445,36,1,1,0,2,2,6,0,2,0,-20.917574,142.702789,1,89,11,19,4,62446.05,45993.76,3905.82,0
11116,1912,42,0,0,1,3,1,3,3,6,1,-37.0201,144.9646,1,86,12,2,5,55070.51,43004.72,1061.46,0
17786,1445,31,0,1,2,3,1,6,0,4,0,-37.0201,144.9646,0,26,8,24,3,42482.93,27013.344,4043.14,0
4943,1620,40,0,3,1,3,2,0,0,2,0,-31.840233,145.612793,0,81,8,13,2,25500.39,17203.63,1728.34,0
2822,3057,48,1,1,1,3,3,3,3,6,1,-31.840233,145.612793,0,63,12,3,2,141605.5,61432.4,11597.36,1
14721,2236,40,0,1,1,2,2,2,3,4,1,-31.840233,145.612793,1,94,5,25,0,63608.4,47262.94,11356.91,0
11531,2530,-1,1,1,2,2,1,5,0,1,2,-37.0201,144.9646,0,103,12,21,5,77463.23,32852.87,7232.48,1
3525,169,30,1,3,0,3,2,6,3,5,1,-20.917574,142.702789,0,82,6,6,0,77621.25,39681.17,8907.5,0
12755,4248,38,0,0,2,3,1,3,3,6,0,-25.042261,117.793221,1,75,12,4,4,81964.97,46629.7,1931.34,0
6971,313,-1,0,3,0,3,2,4,3,7,0,-31.840233,145.612793,0,75,11,21,5,48093.7,33750.45,6402.22,1
14889,3593,39,1,1,1,3,3,2,1,5,0,-31.840233,145.612793,1,27,9,28,5,57077.77,31286.908,1195.71,0
13521,4494,32,1,1,3,2,3,1,2,5,0,-20.917574,142.702789,1,83,10,19,2,49481.39,31871.33,1303.1,1
5223,3376,32,1,3,0,2,0,5,1,1,0,-37.0201,144.9646,0,105,12,22,2,30752.3,12445.11,3523.38,0
2285,2796,33,1,1,1,3,4,2,3,4,1,-31.840233,145.612793,1,56,4,23,5,39471.66,17515.88,155.66,0
6063,3761,38,0,1,1,3,4,2,2,6,1,-20.917574,142.702789,1,3,10,18,5,77265.35,55686.4,7632.4,1
8078,4432,37,1,3,1,2,4,4,3,3,0,-20.917574,142.702789,1,47,11,8,3,109214.93,42933.77,3585.3,0
4654,748,50,1,3,3,3,1,7,3,7,0,-25.042261,117.793221,0,41,2,19,2,58404.64,40164.43,3779.56,1
5000,338,35,1,1,0,3,1,5,3,7,0,-25.042261,117.793221,1,27,7,12,5,32824.89,21394.61,3322.1,0
6710,1201,31,1,1,3,3,0,3,2,4,0,-20.917574,142.702789,1,61,9,29,3,54457.33,40710.53,3485.04,1
17695,2931,50,1,2,0,2,4,1,3,6,1,-37.0201,144.9646,1,54,11,11,2,56018.19,17430.568,5365.67,1
8676,4556,18,2,1,0,3,0,5,1,0,0,-30.000233,136.209152,0,57,10,28,2,65880.62,23675.51,4564.64,1
10403,4590,-1,1,3,3,2,2,5,3,2,0,-31.840233,145.612793,1,110,7,22,2,70635.71,46750.39,14049.44,1
5416,841,35,1,3,1,3,2,0,3,0,0,-20.917574,142.702789,1,92,12,22,2,29247.81,11926.13,1499.26,0
475,426,50,1,3,2,3,2,5,0,3,1,-20.917574,142.702789,0,64,9,1,0,43771.2,16770.27,6935.5,0
2555,517,27,1,3,1,3,1,7,3,5,0,-20.917574,142.702789,0,19,12,29,2,84965.02,35832.8,5969.08,0
8087,2088,47,1,1,1,3,3,1,3,4,0,-37.0201,144.9646,1,103,11,14,4,14066.67,10779.09,858.06,0
7,3510,31,0,0,2,3,1,6,0,0,0,-31.840233,145.612793,1,45,6,9,2,47035.59,37460.86,5520.58,0
11849,2663,-1,2,3,1,3,2,5,2,1,2,-31.840233,145.612793,1,95,4,5,2,43325.71,33568.24,607.88,1
6411,4210,25,0,0,2,3,2,4,2,3,0,-31.840233,145.612793,1,75,12,18,5,109384.28,48033.15,12385.94,1
2551,1865,-1,1,3,1,2,3,1,2,3,1,-31.840233,145.612793,1,41,6,24,2,92661.58,52554.6,17996.2,0
13066,2110,28,0,3,0,2,3,3,0,0,0,-31.840233,145.612793,0,48,12,22,5,124708.41,61121.3,3915.54,0
12594,836,26,1,3,0,3,1,4,3,4,0,-37.0201,144.9646,1,60,10,1,5,84635.23,45618.92,5961.96,0
6852,571,35,0,3,0,0,1,5,2,0,0,-37.0201,144.9646,0,82,5,22,0,51320.98,40724.78,772.4,1
5546,2223,-1,0,3,1,3,2,6,2,4,0,-37.0201,144.9646,0,39,6,15,5,78448.88,43414.19,879.1,1
13489,2935,54,1,0,3,2,4,6,1,3,1,-31.840233,145.612793,1,9,8,8,2,46730.01,17524.03,3686.48,0
2426,3957,43,0,3,0,2,1,7,0,4,1,-20.917574,142.702789,1,97,12,19,2,74089.4,41383.79,4415.6,0
6744,4189,42,0,0,1,3,0,7,3,0,0,-37.0201,144.9646,1,63,6,25,5,158348.19,54305.61,625.22,0
10006,1433,-1,1,1,1,2,1,4,0,5,1,-37.0201,144.9646,1,88,6,4,1,56919.52,22753.15,15982.94,0
16511,4527,27,2,3,2,2,2,7,3,2,0,-31.840233,145.612793,1,26,11,9,2,62102.95,46538.128,5292.9,0
15014,3625,32,0,1,1,2,1,3,3,4,0,-37.0201,144.9646,1,2,11,7,2,65913.46,52519.188,6488.53,0
4869,1497,34,2,3,1,3,1,5,2,6,0,-25.042261,117.793221,1,75,3,16,2,49609.0,37663.11,3142.0,1
2274,3513,35,1,3,2,2,1,3,3,3,0,-25.042261,117.793221,1,10,5,31,0,75825.62,54401.32,5023.62,0
9203,4041,32,1,3,1,2,0,3,1,5,2,-37.0201,144.9646,1,91,1,28,2,26292.53,7928.76,735.72,1
1577,4894,22,0,1,3,3,3,3,3,0,0,-37.0201,144.9646,1,66,11,26,0,118098.24,87552.26,5051.4,1
7264,1044,41,0,3,0,2,0,5,0,3,0,-31.840233,145.612793,0,61,10,28,2,64979.65,51246.11,246.78,0
9259,3881,51,1,3,1,2,2,7,1,3,0,-20.917574,142.702789,1,52,11,30,3,135118.88,58342.56,12698.66,0
10183,462,33,1,1,0,2,4,4,1,4,0,-31.840233,145.612793,1,35,1,21,0,127411.49,76032.15,11904.0,1
3970,669,-1,1,2,0,2,3,5,3,2,0,-37.0201,144.9646,1,9,9,19,5,99233.15,73645.01,6095.12,0
13565,3376,32,1,3,0,2,0,7,3,3,1,-37.0201,144.9646,0,105,11,19,2,30752.3,12445.11,3523.38,0
5879,924,-1,1,3,0,3,3,7,3,5,0,-25.042261,117.793221,0,10,4,5,4,49916.0,28888.03,7182.82,0
16826,4698,43,0,3,1,0,4,6,3,2,0,-37.0201,144.9646,1,89,8,20,0,41405.49,28024.052,2331.49,1
12734,3835,24,0,1,0,3,4,7,3,2,0,-20.917574,142.702789,1,96,7,23,0,68723.29,43705.44,3426.22,0
17700,1867,19,0,3,2,3,3,6,3,3,1,-37.0201,144.9646,1,7,2,25,4,54426.08,30685.116,1708.65,0
7193,3674,28,1,3,0,3,3,7,2,3,1,-25.042261,117.793221,1,84,10,2,2,72309.37,47495.9,937.34,0
3867,2848,-1,0,3,0,3,1,0,3,0,1,-20.917574,142.702789,0,100,1,25,2,91922.39,31664.66,1562.24,0
17775,1305,42,1,3,0,3,0,4,3,6,0,-20.917574,142.702789,1,16,11,5,2,35274.15,27883.448,1396.33,0
6823,4646,18,0,1,0,3,2,0,0,7,0,-31.840233,144.9646,1,5,11,24,4,89541.49,49761.3,7070.14,0
11240,1591,20,1,1,0,3,2,5,3,1,0,-31.840233,145.612793,1,41,8,27,4,87693.96,53955.71,3065.42,0
7548,343,26,1,2,1,2,3,1,3,6,2,-20.917574,142.702789,1,106,4,18,4,62001.01,33040.56,38.04,0
781,2766,-1,1,1,1,3,3,4,3,5,0,-37.0201,144.9646,0,74,8,26,5,38187.31,24248.94,6077.28,0
14939,1428,36,0,1,1,3,0,5,3,5,1,-20.917574,142.702789,1,49,12,24,5,59211.32,34115.172,347.74,0
10867,1016,44,1,1,1,3,2,4,3,1,1,-37.0201,144.9646,1,27,7,23,5,42899.82,27818.76,475.5,1
1749,1929,36,1,2,0,3,0,1,3,0,0,-31.840233,145.612793,0,102,2,2,4,92295.42,36418.0,1257.32,0
17008,4835,18,0,3,1,3,3,2,3,0,1,-30.000233,136.209152,0,78,8,10,2,122533.56,47113.368,11158.42,0
14548,2179,41,1,2,0,3,4,5,2,6,0,-25.042261,117.793221,1,7,5,13,0,107908.66,85578.77,21900.72,1
10983,2110,28,0,3,0,2,3,7,3,7,0,-31.840233,145.612793,0,48,10,27,5,124708.41,61121.3,3915.54,0
6519,2793,48,1,3,2,3,3,0,3,3,0,-37.0201,144.9646,0,87,9,6,5,42316.6,29135.11,3027.38,0
5774,1208,-1,0,1,1,3,3,4,1,6,0,-31.840233,145.612793,1,34,12,30,5,36085.47,17142.22,3082.76,0
14549,4418,-1,1,3,1,2,1,4,3,1,0,-37.0201,144.9646,0,65,11,4,2,37967.02,16299.74,1272.76,0
13171,903,38,1,0,1,2,4,7,3,6,1,-20.917574,142.702789,1,70,9,2,2,36257.29,21583.89,5854.04,0
14189,2393,-1,2,1,3,3,3,4,2,2,0,-20.917574,142.702789,1,107,6,16,2,125722.27,42837.17,11265.04,1
9283,2797,-1,0,3,1,2,1,5,3,5,2,-31.840233,145.612793,0,82,9,12,3,117489.3,93221.07,12742.36,0
14718,2605,27,0,2,3,2,2,6,3,6,1,-31.840233,145.612793,1,46,5,2,2,74137.36,54008.26,10020.61,0
9369,2603,39,1,1,0,2,1,4,1,0,0,-20.917574,142.702789,1,55,7,29,1,137089.92,62067.51,18537.14,0
17531,3733,34,0,3,0,2,0,4,3,5,1,-30.000233,136.209152,1,112,3,25,2,38368.6,24905.928,668.56,0
2324,1889,43,0,1,0,2,2,1,3,4,0,-20.917574,142.702789,1,115,12,21,2,39563.77,19264.85,6387.02,0
14726,1667,49,1,3,0,3,1,5,3,7,0,-37.0201,144.9646,1,12,6,12,2,97174.18,72118.688,1492.04,0
10271,2130,43,1,3,0,2,3,4,3,5,0,-20.917574,142.702789,1,18,6,12,0,74224.29,33252.35,8996.32,0
5055,3006,29,0,0,2,0,3,0,3,4,2,-20.917574,142.702789,1,66,5,24,5,68029.68,34307.51,3649.24,0
10800,3534,18,1,3,1,0,1,4,0,2,2,-37.0201,144.9646,0,119,12,27,2,142958.9,67151.56,27348.84,0
17396,4079,53,1,3,1,2,1,5,3,3,1,-20.917574,142.702789,1,75,11,17,4,62803.12,38158.792,4173.27,0
10482,2611,45,0,1,1,0,0,1,3,1,0,-20.917574,142.702789,1,86,7,23,5,66419.1,33873.88,3742.74,1
1727,3071,37,0,1,1,3,1,2,2,4,0,-37.0201,144.9646,1,102,4,24,5,83320.33,38052.76,9031.32,1
610,619,-1,0,3,0,1,3,7,1,2,0,-25.042261,117.793221,1,37,12,18,4,94216.58,43887.51,10728.12,1
4666,3145,24,0,2,0,3,3,2,3,3,1,-31.840233,145.612793,1,59,12,28,0,62838.19,44930.03,4661.94,0
14267,4116,24,0,2,1,3,3,0,0,5,0,-31.840233,145.612793,0,47,9,27,3,65290.94,39073.27,6340.48,0
5413,2824,-1,1,1,1,2,1,0,2,6,0,-25.042261,117.793221,1,48,4,4,0,31839.79,11274.45,1322.02,1
8103,4470,27,0,3,1,2,2,0,0,3,0,-37.0201,144.9646,1,50,3,6,4,45421.94,29543.84,11819.88,0
8174,3623,39,0,1,2,1,2,2,3,7,0,-37.0201,144.9646,1,118,9,4,4,99278.39,56081.0,8557.3,1
8535,1002,31,0,2,1,2,3,0,2,1,2,-37.0201,144.9646,0,93,12,23,5,80365.59,61005.94,31178.68,1
17268,4752,40,0,3,0,3,1,0,3,5,0,-30.000233,136.209152,1,24,12,24,4,89332.5,27443.336,1331.12,0
11349,1500,31,0,0,2,3,4,2,3,0,0,-31.840233,145.612793,1,100,1,23,5,136528.79,58401.48,19790.54,0
3750,2272,47,0,3,1,2,4,3,3,6,1,-31.840233,145.612793,1,34,3,15,5,100943.48,61089.92,7186.08,1
12924,4644,-1,0,1,1,3,3,1,0,1,1,-20.917574,142.702789,1,78,9,6,2,94962.8,50626.84,16105.5,0
12722,2375,38,0,3,3,3,4,3,3,5,0,-37.0201,144.9646,1,3,12,6,4,42407.18,22269.36,6452.2,0
17844,1505,18,0,3,0,2,2,1,3,5,2,-31.840233,145.612793,0,28,12,27,4,53051.95,31894.72,8898.61,0
11407,563,-1,0,1,0,2,0,5,3,7,0,-31.840233,145.612793,0,80,11,23,2,79753.44,59426.85,5982.64,0
97,4202,40,1,1,0,2,3,5,0,5,0,-35.473469,149.012375,0,23,11,15,0,45755.8,19945.79,1745.22,0
6985,3767,21,0,3,3,0,0,6,3,7,0,-37.0201,144.9646,1,40,12,20,2,77885.72,54289.48,6264.2,1
3137,488,21,1,0,1,2,4,1,0,0,2,-31.840233,145.612793,1,78,2,20,5,65758.8,30900.87,574.96,0
13368,3682,21,1,3,0,3,0,3,3,4,0,-20.917574,142.702789,0,53,2,8,2,83846.36,58428.98,13208.52,0
15471,2592,24,1,3,2,3,0,0,0,1,0,-25.042261,117.793221,1,66,12,18,2,98805.67,32409.232,20890.81,0
14357,3389,37,0,1,0,3,3,4,3,7,1,-37.0201,144.9646,1,20,10,11,4,86010.1,60857.02,14622.66,0
1537,629,-1,1,3,0,3,3,4,2,1,1,-37.0201,144.9646,1,76,10,13,2,36023.48,14880.47,13153.88,1
11780,3135,49,0,2,1,2,0,6,0,3,0,-31.840233,145.612793,0,56,12,29,4,67178.78,21197.67,6386.24,0
16110,1628,29,1,1,2,2,2,3,3,4,0,-37.0201,144.9646,1,89,11,28,3,73219.26,55067.584,10366.0,1
15177,2702,39,1,1,0,2,2,1,1,7,1,-20.917574,142.702789,1,45,12,8,4,35203.77,25372.832,1447.14,0
3648,1197,32,1,3,1,3,1,6,3,4,1,-19.491411,132.550964,1,10,12,19,2,69663.53,28725.88,13525.48,0
10849,2408,45,1,3,1,3,1,6,3,5,1,-31.840233,145.612793,0,12,1,24,2,74346.92,32195.02,5051.72,1
16137,1286,43,1,3,0,3,1,5,3,5,0,-37.0201,144.9646,0,66,1,9,4,94812.8,58370.2,4506.8,1
1517,204,49,1,2,0,2,2,3,3,6,0,-20.917574,142.702789,1,63,12,10,0,77819.83,37484.44,13122.0,0
13253,131,55,1,2,1,2,1,7,3,6,1,-37.0201,144.9646,1,40,12,30,2,39426.32,29236.33,2212.32,1
1633,3300,34,1,3,0,3,0,4,3,0,1,-37.0201,144.9646,1,3,3,24,0,54525.87,37386.49,5149.82,1
4624,4877,38,0,3,2,2,0,0,3,0,0,-31.840233,145.612793,1,17,7,21,2,55394.71,33527.9,1480.06,1
12464,4862,40,0,0,2,3,4,0,0,2,1,-37.0201,144.9646,0,5,12,30,5,38134.48,14514.42,2761.94,0
11861,1843,31,1,3,0,3,3,5,0,6,0,-37.0201,144.9646,0,11,5,23,5,43122.82,29644.0,797.6,0
6566,623,36,1,3,2,2,4,0,3,5,0,-20.917574,142.702789,1,97,3,9,2,69521.23,52876.2,5255.08,0
18052,4653,48,0,1,1,3,4,5,3,7,0,-25.042261,117.793221,1,7,12,28,2,30746.35,23219.348,1895.85,0
2090,4227,-1,0,2,0,2,2,0,3,2,1,-20.917574,142.702789,1,91,3,15,5,104694.74,59058.77,7347.2,0
7097,1149,49,0,3,1,3,0,6,3,4,1,-20.917574,142.702789,1,110,8,23,2,73769.58,25919.51,11763.18,0
6171,53,27,1,3,0,3,4,7,0,1,1,-31.840233,145.612793,0,25,12,18,2,29308.62,9910.97,2932.96,0
7521,4345,42,0,3,1,3,3,1,2,4,0,-31.840233,145.612793,0,38,8,10,2,135697.62,41819.36,24703.68,1
572,4527,-1,0,3,2,2,2,1,3,2,2,-31.840233,145.612793,1,26,4,19,2,62102.95,46725.03,5398.76,0
15932,3431,29,0,1,0,3,2,5,1,2,0,-31.840233,145.612793,0,39,9,8,4,51339.89,26390.764,16263.51,0
9879,3403,41,1,3,0,2,0,0,2,4,0,-25.042261,117.793221,1,7,3,14,5,37026.32,17138.07,1960.08,1
17076,1946,25,1,3,0,2,4,3,0,6,0,-20.917574,142.702789,1,112,11,17,2,45304.24,15468.048,2999.27,0
17456,4955,31,0,3,0,3,3,5,3,3,0,-20.917574,142.702789,1,25,12,21,5,146593.14,62154.044,868.0,0
3062,2947,39,0,1,3,3,1,7,3,6,0,-31.840233,145.612793,1,47,10,9,4,116695.19,76647.31,10010.26,0
597,3782,48,1,1,0,3,3,1,0,5,0,-37.0201,144.9646,1,23,12,11,0,39123.2,16347.6,168.76,0
14662,1593,23,0,1,0,3,0,5,2,7,1,-37.0201,144.9646,1,51,3,22,5,39367.57,20106.612,2168.09,1
15352,3855,37,1,0,2,3,3,4,3,5,1,-35.473469,149.012375,0,83,12,12,2,52705.01,24765.532,4693.59,0
6633,517,27,1,3,1,3,1,5,3,1,1,-20.917574,142.702789,0,19,12,29,2,84965.02,35832.8,5969.08,0
9086,1736,22,0,3,0,3,3,7,3,3,2,-25.042261,117.793221,1,26,7,28,0,43736.01,32835.02,284.6,0
7875,3404,53,0,1,1,2,3,7,3,5,0,-31.840233,145.612793,0,79,12,17,2,140850.66,52514.86,24185.78,0
12916,3283,26,0,3,1,2,3,0,3,3,1,-37.0201,144.9646,0,87,12,23,2,107171.06,84044.1,15823.72,0
7345,4706,-1,1,3,1,3,2,7,3,7,1,-37.0201,144.9646,1,81,11,6,5,130402.85,66360.39,7913.18,0
6304,2941,38,1,2,1,3,2,5,0,5,0,-31.840233,145.612793,1,49,11,11,4,86135.7,58642.77,9361.06,0
8616,3750,32,1,3,1,2,2,6,3,3,0,-25.042261,117.793221,1,53,2,15,2,71571.42,50703.08,6762.28,0
17796,3216,35,1,2,2,2,3,5,3,7,0,-20.917574,142.702789,0,89,12,19,5,131696.07,78436.572,983.82,0
16561,3565,37,2,1,0,2,3,4,3,5,2,-37.0201,144.9646,0,108,10,24,4,79230.33,28713.664,3349.17,0
12671,3953,-1,0,0,1,2,4,5,3,2,1,-30.000233,136.209152,1,51,5,26,2,52809.53,36957.52,4310.2,1
13140,4359,42,1,1,0,3,3,5,1,5,1,-20.917574,142.702789,1,37,1,21,0,90146.27,64201.96,29102.56,0
5976,2290,42,0,0,0,3,2,1,1,4,0,-37.0201,144.9646,1,74,11,14,0,37704.2,13111.78,3954.32,1
8562,2098,27,0,1,0,3,4,0,0,7,0,-20.917574,142.702789,1,107,11,3,2,60676.0,32788.77,5065.68,0
1938,102,22,2,3,2,3,4,5,3,2,0,-31.840233,145.612793,0,44,4,18,2,63218.15,46881.79,5678.66,0
10544,4912,34,1,0,1,0,1,1,0,2,1,-37.0201,144.9646,0,101,10,24,2,29252.35,16495.61,2291.32,0
15319,1959,27,1,3,0,3,2,5,3,0,0,-37.0201,144.9646,0,92,12,28,2,68744.75,43340.352,9725.14,0
8100,1310,29,0,3,0,3,0,2,3,0,0,-25.042261,117.793221,1,84,3,4,2,67641.3,39211.64,1317.7,0
1753,4915,44,0,1,1,3,1,2,2,0,0,-31.840233,145.612793,1,87,8,27,2,162197.09,65998.23,31345.62,1
3670,1279,27,1,2,0,2,1,7,2,5,0,-41.640079,146.315918,1,42,9,26,4,32455.36,15073.47,5224.34,1
15490,3292,51,0,0,0,2,1,7,3,6,0,-37.0201,144.9646,1,84,7,27,5,30744.29,23438.5,5262.99,0
11844,1500,31,0,0,2,3,4,3,3,1,0,-31.840233,145.612793,1,100,3,1,5,136528.79,58401.48,19790.54,0
13393,3174,37,0,3,0,2,3,3,3,3,0,-20.917574,142.702789,1,21,4,21,2,32306.54,15118.38,5509.02,0
6164,2223,34,0,3,1,3,2,2,3,2,0,-37.0201,144.9646,0,39,12,7,5,78448.88,43414.19,879.1,0
2361,448,-1,0,1,1,3,1,2,0,5,0,-20.917574,142.702789,0,54,3,11,2,158809.97,68322.28,9067.1,0
4260,1780,40,1,3,0,2,1,7,3,1,1,-31.840233,145.612793,1,83,12,4,5,70022.35,26940.8,5325.38,0
5432,2841,-1,1,3,0,1,0,7,3,2,0,-20.917574,142.702789,1,57,11,14,5,126253.28,64622.41,9505.48,0
6285,1174,36,0,1,1,0,4,0,2,7,0,-37.0201,144.9646,1,43,12,22,4,130796.41,102531.54,10724.2,1
13183,3321,38,2,3,2,2,0,6,3,2,0,-20.917574,142.702789,1,7,1,2,2,37812.05,26493.44,176.82,1
16186,1369,26,0,2,1,2,3,5,0,1,1,-20.917574,142.702789,0,78,11,29,5,79899.49,43959.348,2015.38,1
17813,2889,31,1,1,1,3,4,0,3,6,0,-31.840233,145.612793,0,65,11,27,2,27790.62,21447.892,286.15,0
11929,193,29,0,1,2,2,2,2,0,4,2,-37.0201,144.9646,1,74,5,28,2,50724.87,21231.06,7078.18,0
16101,4215,42,0,0,0,3,4,4,1,7,1,-25.042261,117.793221,0,30,11,15,4,79278.02,50230.412,16078.46,0
16967,3113,31,1,3,0,3,2,1,1,2,0,-31.840233,145.612793,1,95,12,3,5,127411.46,53997.712,7637.85,0
9135,678,40,1,3,1,0,3,7,3,3,0,13.00917,42.73944,1,110,1,3,2,29819.08,21699.2,2339.44,0
17200,4391,22,1,0,1,3,3,5,3,1,2,-25.042261,117.793221,1,44,5,4,2,92046.31,73152.396,20667.18,1
5591,826,20,1,3,1,3,0,1,0,1,0,-20.917574,142.702789,1,24,6,16,4,115647.17,53436.6,16967.04,1
